A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Monto,Fraude
0,7,4216,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,34.81,105.95,0
0,3,6350,0,0,0,0,0,0,BR,0.74,0,1,1,0,2,0.00,0.00,38.60,103.61,0
0,3,,0,1,0.004,0,0,0,BR,,0,3,1,0,3,0.00,0.00,2.19,125.40,0
0,3,,0,1,0.004,0,0,0,BR,,0,3,1,0,3,0.00,0.00,1.54,27.74,0
3,2,95112,0,1,0.086,0,0,0,BR,,0,1,1,0,2,0.00,0.00,10.85,410.11,0
0,8,24564,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,5.92,457.89,0
0,6,4129,0,0,0,0,0,0,BR,0.74,0,1,1,0,1,0.00,0.00,39.38,157.09,0
0,1,10476,0,0,0,0,0,0,BR,0.93,0,2,1,0,4,0.00,0.00,2.15,43.81,0
0,2,25062,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,24.36,29.24,0
2,3,214,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,17.73,378.86,0
7,7,105481,0,4,0.038,0,0,0,BR,0.95,1,2,2,0,2,0.00,0.00,7.58,469.82,0
2,4,14,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,25.48,175.78,0
0,13,0,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,82.62,149.68,0
1,9,6569,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,19.13,175.73,0
0,10,6858,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,33.67,58.97,0
0,16,25754,0,0,0,0,0,0,BR,,0,8,1,0,1,0.00,0.00,53.90,11.03,0
1,5,34244,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,4.66,469.77,0
0,1,2341,0,0,0,0,0,0,BR,0.93,0,2,1,0,4,0.00,0.00,2.90,212.00,0
0,1,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,0.52,112.82,0
0,3,3258,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,40.80,30.31,0
0,1,5226,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,21.12,183.24,0
0,5,6234,0,0,0,0,0,0,BR,0.62,0,1,1,0,3,0.00,0.00,83.57,31.43,0
3,12,367842,0,0,0,0,0,0,BR,,0,4,1,0,1,0.00,0.00,29.73,356.84,0
0,6,5919,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,53.09,21.90,1
0,15,25631,0,1,0,0,0,1,BR,,0,1,1,0,2,0.00,0.00,19.54,36.76,0
0,2,19335,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,18.62,53.21,0
0,7,126521,0,0,0,0,0,0,BR,0.62,0,1,1,0,1,0.00,0.00,43.70,46.08,0
2,8,43349,0,0,0,0,0,0,BR,,1,2,2,0,1,0.00,314.22,34.90,314.22,0
0,7,459447,0,0,0,0,0,0,BR,0.71,0,1,1,0,3,0.00,0.00,83.72,215.68,0
0,11,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,7.55,27.49,0
0,18,120023,0,0,0,0,0,0,BR,,0,8,1,0,1,0.00,0.00,45.36,34.52,0
0,6,718,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,38.51,29.24,0
0,5,28,0,0,0,0,0,0,BR,,0,3,1,0,5,0.00,0.00,19.07,101.10,0
1,10,105505,0,8,0.095,0,0,8,BR,,0,2,1,0,1,0.00,0.00,22.23,575.24,0
0,4,78,0,5,0.028,0,0,4,BR,,0,2,1,0,2,0.00,0.00,4.22,137.43,0
0,10,35437,0,1,0.037,0,0,0,BR,,0,1,1,0,2,0.00,0.00,25.08,7.94,0
0,14,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,23.98,26.74,0
5,8,19651,0,0,0,0,0,0,BR,0.87,1,3,1,0,1,0.00,0.00,35.51,892.18,0
0,14,120017,1,1,0,0.25,0,0,BR,0.56,0,3,1,0,5,0.00,0.00,97.14,35.58,0
0,3,759,0,0,0,0,0,0,BR,0.85,3,3,3,0,5,955.82,0.00,12.91,159.80,1
0,10,28314,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,33.29,248.12,0
0,2,27054,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,13.08,372.82,0
0,10,66258,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,84.86,29.30,0
0,8,,0,0,0,0,0,0,BR,0.67,0,1,1,0,2,0.00,0.00,10.81,206.46,0
0,2,328549,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,11.00,145.18,0
0,7,1326,0,0,0,0,0,0,BR,,1,2,1,0,3,0.00,0.00,51.58,117.14,0
0,9,199,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,17.06,31.22,0
0,2,,0,0,0,0,0,0,BR,0.81,0,1,1,0,2,0.00,0.00,9.51,75.05,0
0,12,,0,0,0,0,0,0,BR,0.62,0,1,1,0,2,0.00,0.00,21.66,"1,065.35",0
0,10,807,0,0,0,0,0,0,BR,,0,3,1,0,1,0.00,0.00,19.67,30.26,0
0,7,6301,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,14.04,42.45,0
1,6,692,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,13.98,372.82,0
0,4,22050,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,3.60,144.83,0
1,7,,0,4,0.007,0,0,0,BR,0.76,3,7,1,0,4,0.00,0.00,4.20,79.10,0
0,9,195,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,91.22,0.53,0
0,7,,0,1,0.017,0,0,1,BR,0.80,2,2,2,0,4,0.00,0.00,24.22,42.61,0
4,5,48359,0,0,0,0,0,0,BR,0.97,0,1,1,0,1,0.00,0.00,12.39,319.39,0
3,1,34968,0,0,0,0,0,0,BR,,0,3,1,0,1,0.00,0.00,10.25,22.97,0
0,5,0,0,0,0,0,0,0,BR,0.73,0,2,1,0,1,0.00,0.00,29.11,100.14,0
1,10,913,0,0,0,0,0,0,BR,,1,1,1,0,1,372.82,0.00,8.03,98.01,0
0,11,8342,0,0,0,0,0,0,BR,0.50,0,1,1,0,1,0.00,0.00,85.64,11.93,0
0,8,35824,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,14.29,31.11,0
0,8,19578,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,10.99,53.21,0
1,6,43370,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,37.28,292.92,0
1,3,43367,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,12.64,717.21,0
0,3,8899,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,30.35,85.18,0
0,9,12483,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,15.94,71.86,1
0,3,12020,0,0,0,0,0,0,BR,,0,2,1,0,3,0.00,0.00,15.20,135.93,0
0,14,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,30.00,182.34,1
0,8,30008,0,0,0,0,0,0,BR,0.67,0,1,1,0,1,0.00,0.00,14.67,29.24,0
0,7,29578,0,0,0,0,0,0,BR,,0,3,1,0,5,0.00,0.00,8.61,239.65,0
0,3,21,0,0,0,0,0,0,BR,,1,2,2,0,1,0.00,0.00,9.94,106.48,0
0,11,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,8.26,15.18,0
0,11,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,8.91,63.46,0
0,1,2173,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,18.91,143.77,0
0,2,17409,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,39.51,126.36,0
0,1,2176,0,0,0,0,0,0,BR,0.82,1,1,1,0,1,143.77,0.00,17.60,47.83,0
2,8,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,19.44,328.66,0
2,3,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,18.98,15.71,0
0,12,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,19.07,28.50,0
0,2,2179,0,0,0,0,0,0,BR,0.72,1,2,2,0,1,191.60,0.00,31.84,95.78,0
1,19,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,12.03,186.28,0
1,3,48384,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,28.71,196.98,0
0,18,679,0,0,0,0,0,0,BR,,1,1,1,0,3,0.00,0.00,93.46,18.58,0
1,4,48387,0,0,0,0,0,0,BR,,1,1,1,0,2,0.00,0.00,32.54,186.28,0
0,7,30,0,0,0,0,0,0,BR,,1,2,2,0,1,0.00,0.00,10.23,76.22,0
0,8,83,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,44.57,30.90,0
0,12,141,0,0,0,0,0,0,BR,,2,3,3,0,4,53.01,0.00,6.64,41.28,1
0,3,42,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,20.72,89.71,0
0,3,4288,0,0,0,0,0,0,BR,0.79,0,2,1,0,3,0.00,0.00,23.71,16.57,0
0,16,,0,2,1,0,0,0,BR,0.83,0,2,1,0,2,0.00,0.00,1.71,200.94,0
1,1,105523,0,2,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,15.53,575.24,0
0,7,2127,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,17.79,95.62,0
0,5,683,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,25.03,10.55,0
0,1,13740,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,1.05,11.19,0
0,6,4314,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,85.55,15.87,0
0,1,819,0,0,0,0,0,0,BR,0.84,2,2,2,0,3,0.00,0.00,30.77,107.01,1
0,1,32922,0,0,0,0,0,0,BR,0.84,2,2,2,0,3,107.01,0.00,19.59,102.07,1
0,11,15320,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,85.16,24.19,0
0,13,1072,0,3,0.045,0,0,3,BR,,0,1,1,0,2,0.00,0.00,66.62,28.79,0
0,1,2435,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,1.61,90.56,0
1,4,18684,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,21.68,311.95,0
0,5,328588,0,1,1,0,0,0,BR,0.85,3,3,3,0,5,130.17,0.00,17.96,127.79,0
0,1,4951,0,0,0,0,0,0,BR,0.84,0,1,1,0,1,0.00,0.00,19.71,177.86,0
0,20,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,30.40,58.49,0
3,12,367903,0,0,0,0,0,0,BR,0.30,1,4,2,0,1,0.00,0.00,45.49,79.80,1
0,1,23347,0,1,1,0,0,0,BR,,0,2,1,0,1,0.00,0.00,29.34,26.05,1
0,1,,0,1,0.004,0,0,0,BR,0.93,0,2,1,0,3,0.00,0.00,6.97,41.55,0
0,13,1231,0,1,0.031,0,0,0,BR,,0,2,1,0,3,0.00,0.00,9.44,133.12,0
0,17,1231,0,1,0.031,0,0,0,BR,,0,2,1,0,3,0.00,0.00,12.27,133.12,0
3,7,66312,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,17.73,186.22,1
1,6,1020,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,2.00,191.71,0
0,4,76616,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,8.89,29.67,0
1,2,48408,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,5.52,186.28,0
0,3,459243,0,0,0,0,0,0,BR,,3,2,1,0,3,0.00,0.00,26.47,205.45,0
0,4,12081,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,5.64,30.31,0
0,3,,0,0,0,0,0,0,BR,,0,2,1,0,4,0.00,0.00,0.91,122.94,0
0,1,132,1,0,0,0,0,0,BR,0.97,0,3,1,0,1,0.00,0.00,2.16,324.88,0
0,4,21105,0,0,0,0,0,0,BR,,1,2,2,0,1,0.00,0.00,3.67,74.52,0
6,9,,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,20.84,383.21,0
0,12,,0,0,0,0,0,0,BR,0.51,4,3,2,0,2,0.00,0.00,44.40,28.98,0
0,2,28276,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,9.34,721.81,1
0,14,45133,0,0,0,0,0,0,BR,,0,2,1,0,4,0.00,0.00,23.23,111.81,1
1,11,48402,0,2,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,24.67,192.03,1
0,10,2474,0,0,0,0,0,0,BR,0.63,0,3,1,0,1,0.00,0.00,13.87,20.72,0
0,12,28277,0,0,0,0,0,0,BR,0.59,0,3,1,0,1,0.00,0.00,21.17,19.66,0
0,6,5372,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,72.61,338.25,0
0,1,192,0,1,0.041,0,0,0,BR,,0,1,1,0,1,0.00,0.00,15.93,159.80,0
0,1,894,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,12.35,14.68,0
0,2,90,0,0,0,0,0,0,BR,,2,2,2,0,2,0.00,0.00,15.61,"1,140.54",0
0,7,24073,0,3,0.048,0,0,3,BR,,1,1,1,0,1,0.00,0.00,96.34,10.01,0
1,18,,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,26.26,427.96,0
0,3,441,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,4.60,29.73,0
0,1,17372,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,31.75,102.66,0
1,3,105153,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,30.19,186.38,0
0,11,2318,0,4,0.034,0,0,4,BR,,2,1,1,0,1,0.00,0.00,94.68,8.31,0
0,8,75161,0,0,0,0,0,0,BR,,1,2,2,0,1,0.00,0.00,18.95,43.15,0
0,7,3826,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,84.32,104.75,0
0,10,720,0,0,0,0,0,0,BR,0.50,0,3,1,0,4,0.00,0.00,32.63,118.51,0
4,1,1882,0,2,1,0,0,0,BR,,2,2,1,0,2,0.00,0.00,7.74,902.88,0
0,6,4272,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,18.70,65.47,0
1,1,6843,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,2.38,26.05,0
0,6,49,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,11.93,66.53,0
3,8,62,0,1,0.046,0,0,0,BR,0.62,0,3,1,0,2,0.00,0.00,33.24,101.10,0
0,7,4122,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,28.59,138.44,0
0,11,1327,0,0,0,0,0,0,BR,,1,2,2,0,1,30.68,0.00,83.00,30.68,0
0,8,2411,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,14.32,73.83,0
0,2,4762,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,13.90,25.46,0
0,10,1561,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,8.48,46.61,0
0,13,31176,0,0,0,0,0,0,BR,,0,2,1,0,3,0.00,0.00,28.73,42.56,1
0,6,19825,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,14.25,479.35,0
0,1,0,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,5.77,"2,262.03",0
0,10,4397,0,0,0,0,0,0,BR,0.64,0,1,1,0,1,0.00,0.00,45.20,50.26,0
0,15,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,47.49,57.43,0
0,13,29,0,0,0,0,0,0,BR,,0,6,1,0,5,0.00,0.00,32.45,15.93,0
0,5,21767,11,0,0,0.144,0,0,BR,,0,1,1,0,1,0.00,0.00,28.90,34.09,0
0,7,81960,0,3,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,18.10,249.77,0
0,10,0,0,1,0,0,0,1,BR,0.70,0,2,1,0,3,0.00,0.00,36.88,125.18,0
0,2,16180,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,19.99,27.97,0
0,8,3041,0,0,0,0,0,0,BR,0.46,0,3,1,0,4,0.00,0.00,38.34,47.71,0
0,6,169,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,22.09,26.37,0
0,9,6941,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,16.08,13.90,0
0,5,3607,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,36.12,25.57,0
0,9,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,11.16,551.74,0
0,18,10559,0,0,0,0,0,0,BR,0.76,0,2,1,0,3,0.00,0.00,5.68,15.08,0
0,1,,0,0,0,0,0,0,BR,,1,5,1,0,3,0.00,0.00,8.98,55.93,0
0,6,914,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,19.37,95.35,0
0,4,,10,14,0.097,0.023,8,10,BR,,0,2,1,0,1,0.00,0.00,16.42,186.22,0
0,4,31838,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,8.77,39.90,0
0,6,820,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,0.90,11.19,0
0,11,73817,0,0,0,0,0,0,BR,0.48,0,1,1,0,2,0.00,0.00,96.11,27.01,0
3,2,18449,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,9.18,271.61,0
1,5,48434,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,37.33,268.89,0
0,14,,0,2,0,0,0,0,BR,0.27,0,2,1,0,4,0.00,0.00,31.92,9.91,0
0,14,,0,2,0,0,0,0,BR,0.27,0,2,1,0,4,0.00,0.00,31.19,15.23,0
0,6,10447,0,0,0,0,0,0,BR,0.58,0,3,1,0,4,0.00,0.00,30.57,10.63,0
0,1,188,4,3,0.136,0.156,0,0,BR,,1,1,1,0,3,0.00,0.00,14.92,5.27,0
1,5,48437,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,29.42,313.64,0
0,4,31,0,2,0.006,0,0,2,BR,,1,2,2,0,1,0.00,0.00,58.37,404.78,1
0,2,17138,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,11.38,116.66,0
2,2,105055,0,0,0,0,0,0,BR,,1,2,2,0,1,0.00,0.00,20.40,169.39,0
0,1,2922,0,1,0.04,0,0,0,BR,,1,1,1,0,1,0.00,0.00,25.07,23.17,0
0,3,2370,0,0,0,0,0,0,BR,0.79,0,2,1,0,2,0.00,0.00,12.44,51.67,0
0,1,6981,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,3.38,13.97,0
0,9,4941,0,0,0,0,0,0,BR,0.59,2,1,1,0,1,0.00,0.00,34.31,77.18,0
0,6,3,0,1,0.5,0,0,0,BR,0.74,1,1,1,0,1,0.00,0.00,42.26,"1,275.84",0
0,8,63,0,0,0,0,0,0,BR,,1,2,1,0,2,0.00,0.00,57.53,42.61,0
1,1,366556,0,0,0,0,0,0,BR,,1,1,1,0,2,0.00,0.00,1.46,426.09,0
0,17,2393,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,43.40,159.75,0
0,9,3132,0,0,0,0,0,0,BR,0.52,0,3,1,0,4,0.00,0.00,39.04,58.54,0
0,1,26,0,6,0.292,0,0,0,BR,,1,1,1,0,2,0.00,0.00,10.70,372.87,0
0,14,,0,5,0.004,0,0,0,BR,,1,2,2,0,3,0.00,0.00,8.87,104.74,0
0,3,51,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,12.90,101.74,0
0,2,17138,0,0,0,0,0,0,BR,0.75,1,1,1,0,1,0.00,0.00,45.13,127.31,0
0,4,11833,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,11.50,26.61,0
0,1,2830,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,24.80,318.54,0
0,6,4079,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,18.25,15.13,0
0,3,327182,0,0,0,0,0,0,BR,,0,2,1,0,1,0.00,0.00,23.17,105.42,0
0,9,11833,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,16.12,26.61,0
0,7,8258,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,7.22,95.35,0
0,17,5014,0,0,0,0,0,0,BR,,0,3,1,0,2,0.00,0.00,35.28,20.40,0
0,7,5162,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,27.59,403.13,0
1,8,105030,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,62.38,378.77,0
0,12,,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,5.84,640.43,0
0,8,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,37.88,211.31,0
0,9,1845,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,13.09,79.90,0
0,3,7622,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,25.34,213.02,0
2,11,76595,0,0,0,0,0,0,BR,0.50,1,2,2,0,1,85.18,0.00,61.12,17.78,1
0,4,2177,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,16.64,95.78,0
0,1,2176,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,7.37,159.75,0
0,7,273,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,20.30,31.91,0
0,1,7853,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,-1.00,260.96,0
0,3,98,0,1,0,0,0,1,BR,0.94,0,1,1,0,1,0.00,0.00,24.27,637.82,0
0,11,30105,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,21.96,17.42,0
0,12,4184,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,766.84,95.36,191.71,0
2,2,4114,0,2,0.009,0,0,0,BR,0.83,0,1,1,0,3,0.00,0.00,28.09,985.45,0
1,10,509,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,33.22,314.22,0
0,3,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,8.54,40.86,0
0,3,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,10.46,59.59,0
0,3,1989,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,28.13,240.77,0
0,9,521,0,0,0,0,0,0,BR,,2,2,2,0,2,0.00,0.00,49.10,130.45,0
0,10,9854,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,11.62,148.76,0
0,6,205,0,1,0.222,0,0,0,BR,0.69,1,1,1,0,1,0.00,0.00,7.17,207.21,0
0,3,3009,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,8.24,50.98,0
2,11,34109,0,1,0,0,0,0,BR,0.41,0,1,1,0,2,0.00,0.00,40.16,335.53,0
0,6,326944,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,36.37,106.48,0
3,18,701,0,1,0.055,0,0,0,BR,0.55,0,2,1,0,1,0.00,0.00,27.45,846.95,0
0,8,,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,5.32,244.87,0
0,10,456725,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,28.96,133.12,0
0,2,189049,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,14.57,19.71,0
0,1,1325,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,31.20,135.83,0
0,5,19589,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,90.03,18.06,0
1,4,3022,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,7.69,173.65,0
2,8,,0,0,0,0,0,0,BR,0.71,1,1,1,0,1,0.00,0.00,8.32,432.64,0
0,5,,0,0,0,0,0,0,BR,0.75,1,2,1,0,1,0.00,0.00,4.90,7.19,0
0,7,,0,0,0,0,0,0,BR,0.72,1,2,1,0,1,0.00,0.00,6.79,194.53,0
0,15,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,40.47,51.03,0
0,4,4641,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,10.06,29.24,0
1,1,104991,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,13.34,159.75,0
1,7,34116,0,6,0.003,0,0,0,BR,,0,1,1,0,1,0.00,0.00,15.59,410.00,0
1,9,48499,0,0,0,0,0,0,BR,0.89,0,1,1,0,2,0.00,0.00,26.55,185.90,0
0,13,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,17.10,238.22,0
0,13,16779,0,0,0,0,0,0,BR,0.73,1,1,1,0,1,0.00,0.00,24.09,68.29,0
2,7,18422,0,0,0,0,0,0,BR,0.70,0,1,1,0,1,0.00,0.00,30.06,59.66,0
0,5,64367,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,9.95,15.08,0
0,15,880,0,0,0,0,0,0,BR,0.70,1,1,1,0,1,0.00,0.00,25.02,74.52,1
3,1,66182,0,0,0,0,0,0,BR,,0,3,1,0,5,0.00,0.00,8.70,185.96,0
0,8,7675,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,13.75,240.18,0
0,4,,0,0,0,0,0,0,BR,0.88,0,1,1,0,2,0.00,0.00,0.89,36.96,0
0,1,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,0.68,62.48,0
0,-1,,0,0,0,0,0,0,BR,,0,1,1,0,5,0.00,0.00,12.01,98.44,0
0,4,11948,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,8.90,452.77,0
0,2,111,0,0,0,0,0,0,BR,0.74,0,1,1,0,1,0.00,0.00,30.90,181.06,0
0,18,,0,0,0,0,0,0,BR,,0,2,1,0,2,0.00,0.00,30.35,300.91,0
0,1,2131,0,0,0,0,0,0,BR,0.79,0,1,1,0,1,0.00,0.00,28.98,140.05,0
0,8,235,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,6.39,63.39,0
0,5,31,0,0,0,0,0,0,BR,,0,2,1,0,4,0.00,0.00,20.07,101.10,0
0,4,,0,0,0,0,0,0,BR,0.79,0,2,1,0,5,0.00,0.00,10.29,31.69,0
0,2,,0,0,0,0,0,0,BR,,0,1,1,0,3,0.00,0.00,1.66,57.97,0
0,3,1502,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,14.70,29.24,0
0,4,488,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,9.05,93.22,0
0,5,,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,6.82,253.50,0
0,3,1099,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,6.28,66.58,0
0,1,,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,0.39,26.05,0
0,5,,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,11.84,239.55,0
0,9,3178,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,40.80,26.58,0
0,1,,0,0,0,0,0,0,BR,,0,1,1,0,2,0.00,0.00,0.13,38.89,0
0,7,171,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,7.64,19.12,0
0,7,249,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,10.41,100.13,0
0,8,64373,0,0,0,0,0,0,BR,,0,1,1,0,1,0.00,0.00,27.70,11.19,0
0,1,18645,0,0,0,0,0,0,BR,,1,1,1,0,1,0.00,0.00,32.90,30.31,0
